participant_id	group	age_category	item	recall_response	set	final_code	valence	correct
7024	1	2	1	a_puddle_of_polluted_looking_water_on_dirt	B	Objects_144_h	Negative	1
7024	1	2	2	a_sick_child_laying_in_bed_with_nose_breathing_device	B	Faces_011_h	Negative	1
7024	1	2	3	a_grayish/black_butterfly	B	Animals_093_h	Neutral	1
7024	1	2	4	a_woman_sitting_on_sidewalk_with_disposable_coffee_cup	B	Faces_303_h	Negative	1
7024	1	2	5	scenic_landscape_river_and_forest?	B	NO	n/a	0
7024	1	2	6	blue_garbage_bags_on_side_of_road_covered_with_snow	B	Landscapes_017_h	Negative	1
7024	1	2	7	rear_leg_of_a_cow/bull_with_blood_trickling_down;	B	Animals_029_v	Negative	1
7024	1	2	8	parts_of_a_wrecked_airplane_scattered_across_a_field	B	People_012_h	Negative	1
7024	1	2	9	a_table_of_pastries/sweets_on_trays	B	NO	n/a	0
7024	1	2	10	a_burned_dead_bird	B	Animals_017_v	Negative	1
