participant_id	group	age_category	item	recall_response	set	final_code	valence	correct
5047	1	1	1	empty_cup_on_a_table	B	Objects_237_h	Neutral	1
5047	1	1	2	someone_doing_parasailing_at_beach_with_other_person_riding_motorboat	B	NO	n/a	0
5047	1	1	3	person_diving_from_a_waterfall	B	NO	n/a	0
5047	1	1	4	person_doing_ice_skiing	B	People_096_h	Positive	1
5047	1	1	5	scenic_view_from_fence_of_a_home	B	People_082_h	Negative	1
5047	1	1	6	destroyed_garbage_bin	B	Objects_188_v	Negative	1
5047	1	1	7	garbage_dump_near_a_water_source	B	NO	n/a	0
5047	1	1	8	a_girl_child_looking_at_you	B	Faces_197_v	Neutral	1
5047	1	1	9	leftover_debris_after_an_explosion	B	People_012_h	Negative	1
5047	1	1	10	a_child_sitting_on_a_hospital_bed	B	Faces_011_h	Negative	1
5047	1	1	11	scenic_view_of_a_hill_station	B	NO	n/a	0
5047	1	1	12	closed_window_with_bars	B	Objects_210_h	Neutral	1
5047	1	1	13	a_child_sitting_roadside	B	NO	n/a	0
5047	1	1	14	a_damaged_human_face	B	NO	n/a	0
5047	1	1	15	sports_person_celebrating_after_a_goal	B	Faces_321_h	Positive	1
5047	1	1	16	two_people_smiling	B	NO	n/a	0
