participant_id	group	age_category	item	recall_response	set	final_code	valence	correct
6004	2	1	1	a_dog_catching_a_frisbee	B	Animals_175_h	Positive	1
6004	2	1	2	a_pizza_with_broccolli_on_it	B	Objects_078_h	Positive	1
6004	2	1	3	a_light_brown_baked_pastry	B	Objects_069_h	Positive	1
6004	2	1	4	a_female_beggar_with_a_cup_in_her_hand	B	Faces_303_h	Negative	1
6004	2	1	5	a_kid_lying_on_a_hospital_bed	B	Faces_011_h	Negative	1
6004	2	1	6	a_white_window_frame	B	NO	n/a	0
6004	2	1	7	a_horse_with_some_blood_on_its_knee	B	Animals_029_v	Negative	1
6004	2	1	8	a_man_playing_a_water_sport(surfing)_almost_mid_air	B	People_189_h	Positive	1
6004	2	1	9	a_house_with_a_wire_fence_and_mountains_in_the_background	B	People_082_h	Negative	1
6004	2	1	10	an_old_shack_surrounded_by_green_grass_and_mountains_in_the_background	B	Landscapes_019_h	Neutral	1
6004	2	1	11	a_mangled_car_or_some_kind_of_mangled_machine	B	NO	n/a	0
6004	2	1	12	a_black_beetle	B	Animals_082_h	Neutral	1
6004	2	1	13	an_oil_stain_which_also_had_some_green_algae	B	Objects_144_h	Negative	1
6004	2	1	14	a_black_kid_with_blanket	B	Faces_197_v	Neutral	1
6004	2	1	15	a_butterfly_with_blue_wings	B	NO	n/a	0
6004	2	1	16	an_old_man_sitting_on_a_park_bench	B	People_159_h	Neutral	1
6004	2	1	17	two_goats_one_of_them_was_tied	B	Animals_165_h	Positive	1
6004	2	1	18	a_yellow_cup_on_a_table	B	Objects_237_h	Neutral	1
6004	2	1	19	two_boats_stowed_away_at_the_coast	B	People_104_h	Neutral	1
6004	2	1	20	a_blue_plastic_trash_bin_partly_melted	B	NO	n/a	0
6004	2	1	21	a_man_skiing_down_a_mountain	B	People_096_h	Positive	1
6004	2	1	22	rocks_or_trash_bags_placed_in_snow	B	Landscapes_017_h	Negative	1
6004	2	1	23	a_man_injured_being_treated_by_paramedics	B	Faces_173_v	Negative	1
